#{"t_start": 1765926251.2616909, "env_id": "None"}
r,l,t
-226.361099,66,0.032997
-250.497817,69,0.044331
-140.223036,102,0.060566
-638.251582,109,0.077404
-331.945514,124,0.09679
-513.065595,121,0.115503
-239.421971,87,0.129469
-143.187381,84,0.142604
-146.085463,86,0.156476
-571.81453,123,0.177068
-249.811152,92,0.232945
-452.513725,91,0.251225
-383.86051,92,0.289827
-194.442256,133,0.313004
-156.359121,73,0.328389
-372.601991,81,0.342537
-402.171438,75,0.354644
-166.4922,81,0.367584
-357.278929,113,0.386071
-435.939416,87,0.400451
-138.741398,104,0.417476
-171.343851,121,0.476379
-390.979128,106,0.493386
-432.071907,92,0.508236
-290.3717,94,0.522848
-145.434432,103,0.538847
-187.54666,93,0.553456
-492.341636,123,0.572427
-567.315341,98,0.58809
-129.446282,79,0.600888
-168.117704,88,0.614739
-499.29106,105,0.667177
-288.100257,110,0.685546
-304.588832,85,0.699987
-122.720842,82,0.713509
-177.465173,73,0.725493
-392.239877,74,0.737669
-298.154571,109,0.754944
-206.701853,109,0.77263
-129.653553,99,0.788718
-205.625627,81,0.801646
-214.166809,67,0.812546
-516.263917,105,0.828874
-125.925892,66,0.873747
-117.442688,78,0.886519
-267.853438,103,0.903205
-89.16917,67,0.914412
-74.732287,69,0.925978
-596.687864,148,0.948837
-176.897171,63,0.959058
-138.356579,80,0.971528
-71.437069,108,0.988734
-220.406098,80,1.001261
-194.348373,114,1.018849
-592.193593,101,1.067483
-161.177421,68,1.078741
-113.913944,61,1.088388
-293.220833,110,1.105505
-158.843457,66,1.11615
-252.390745,103,1.132195
-174.648906,107,1.148776
-99.875196,69,1.159532
-253.145851,103,1.175867
-98.365099,71,1.187292
-120.600202,67,1.198651
-159.289435,83,1.212072
-395.969504,90,1.263512
-346.733753,110,1.283627
-217.115129,66,1.295993
-138.244645,79,1.310107
-216.308936,121,1.330731
-146.254703,58,1.341282
-440.838701,99,1.357598
-202.387617,83,1.374995
-374.298408,119,1.457554
-81.304176,91,1.471928
-216.130398,63,1.482119
-68.644116,67,1.49298
-359.908324,70,1.538236
-367.500488,102,1.554556
-148.261245,57,1.563676
-160.400063,67,1.574477
-240.956206,96,1.589261
-118.735641,69,1.600623
-300.147585,111,1.618624
-195.705086,94,1.634465
-174.727755,95,1.650879
-193.047207,86,1.665764
-156.265913,72,1.678394
-92.816877,62,1.689237
-150.816026,74,1.701556
-277.616005,79,1.752079
-442.292303,95,1.7692
-161.925649,75,1.78335
-211.717276,65,1.794979
-160.974021,89,1.80984
-131.260309,106,1.827041
-124.628379,100,1.843164
-374.911801,100,1.859622
-241.163977,94,1.874871
-174.401693,93,1.889927
-174.266883,97,1.90586
-105.805453,64,1.953552
-77.213426,69,1.965019
-117.212956,76,1.977681
-151.429126,76,1.990035
-127.838662,67,2.001412
-242.460993,129,2.022054
-150.392795,116,2.040557
-227.04028,102,2.057125
-92.649598,60,2.066955
-479.088111,133,2.088717
-146.469522,138,2.113495
-109.623967,72,2.180561
-166.839637,62,2.20388
-300.774189,106,2.224671
-121.131252,69,2.236606
-210.013256,76,2.249392
-279.50764,119,2.270665
-297.591497,84,2.284324
-405.617379,106,2.302107
-222.613893,130,2.323157
-117.230788,69,2.334207
-97.75598,112,2.351517
-351.628739,94,2.400036
-250.552179,89,2.414388
-148.530949,62,2.424273
-331.451417,88,2.438072
-244.945264,72,2.449503
-472.262829,100,2.465106
-146.987482,67,2.475581
-196.214785,64,2.485606
-178.178171,92,2.499979
-183.183578,85,2.513956
-235.887706,120,2.53242
-421.068772,106,2.548995
-147.925987,115,2.603828
-158.392597,88,2.617923
-127.460538,112,2.635135
-179.449248,84,2.648457
-97.448274,80,2.660957
-92.960319,67,2.67134
-138.129251,73,2.682758
-443.485618,82,2.695812
-109.404627,76,2.707859
-157.460248,90,2.721852
-384.94786,101,2.737377
-237.061707,84,2.750261
-109.735839,76,2.796097
-122.13595,59,2.805357
-507.904865,96,2.820621
-160.406768,94,2.835475
-143.220731,90,2.849638
-129.113786,68,2.860392
-126.122772,70,2.871195
-49.221469,110,2.890106
-115.748389,75,2.902795
-286.486674,94,2.917843
-205.926799,104,2.934119
-321.359043,91,2.948547
-253.724808,114,3.000296
-139.964462,74,3.012253
-194.758068,80,3.025058
-184.54998,64,3.035246
-70.935494,64,3.045506
-12.082973,87,3.059475
-156.076674,78,3.071899
-151.379096,79,3.084256
-443.612813,124,3.105524
-253.690486,82,3.121109
-159.161253,90,3.136936
