#{"t_start": 1765923118.432265, "env_id": "LunarLander-v3"}
r,l,t
-144.710786,126,0.022259
-119.873241,78,0.034495
-185.423307,64,0.0443
-378.535805,103,0.06034
-94.028087,74,0.071686
-134.417226,82,0.100352
-69.773732,69,0.111115
-74.9191,67,0.121688
-82.719534,73,0.133014
-472.871167,89,0.14687
-84.11878,90,0.160645
-138.799759,94,0.175267
-67.479222,74,0.20232
-72.039714,59,0.21214
-38.371426,96,0.227142
-75.198282,133,0.247702
-206.728531,109,0.265756
-262.696878,93,0.297084
-496.44322,101,0.312684
-136.709613,78,0.324781
-116.439629,62,0.334521
-215.907887,78,0.346656
-68.074596,86,0.359832
-58.015931,83,0.388079
-133.916526,75,0.400036
-99.21807,74,0.411468
-269.49065,125,0.43065
-120.577891,107,0.446972
-59.456204,70,0.457609
-30.304724,98,0.487718
-187.941828,98,0.502786
-108.186052,62,0.512581
-155.182843,116,0.530374
-208.315445,81,0.542928
-204.200809,113,0.575607
-138.5625,109,0.592263
-288.235311,77,0.60439
-183.275893,85,0.617682
-83.00671,119,0.635766
-187.08326,78,0.647737
-124.531948,103,0.678917
-130.422542,79,0.691277
-156.741064,88,0.705028
-108.234466,78,0.717079
-356.463624,101,0.732658
-154.014734,76,0.744429
-72.5856,70,0.770889
-427.091022,97,0.78592
-163.092802,68,0.796709
-299.387513,119,0.814979
-204.980553,116,0.832529
-83.561325,76,0.859509
-143.575565,129,0.879555
-339.514609,99,0.894752
-136.270824,96,0.90951
-237.927515,93,0.923881
-110.417276,87,0.952629
-243.346164,120,0.971643
-161.306911,63,0.981695
-113.015282,98,0.996927
-327.877907,89,1.01058
-178.27851,79,1.023028
-406.064016,106,1.054865
-268.319288,112,1.072294
-129.851183,98,1.088127
-87.09628,65,1.098953
-70.790454,59,1.108727
-104.164701,70,1.120273
-193.908793,104,1.153241
-24.399496,133,1.173993
-164.487764,95,1.188814
-106.672439,117,1.206805
-127.993451,88,1.220365
-109.368572,76,1.251604
-114.67253,77,1.264238
-256.446413,114,1.282534
23.090635,79,1.295131
-151.316959,121,1.349772
-149.155383,105,1.392694
-245.401471,130,1.413471
-97.369939,60,1.422833
-330.315156,96,1.437798
-90.490721,72,1.448996
-342.429415,87,1.462407
-68.231963,64,1.487844
-94.855279,78,1.500188
-224.776186,153,1.523693
-87.713514,72,1.534955
-49.571228,68,1.545359
-60.541781,111,1.562395
-106.765334,68,1.588429
-63.928588,71,1.599464
-229.051594,79,1.611593
-151.936808,66,1.62199
-91.48983,100,1.637297
-337.047611,98,1.652257
-127.716807,68,1.677506
-222.25547,123,1.696654
-242.456543,98,1.71163
-212.538478,132,1.731971
-79.275336,65,1.742085
-281.2957,146,1.779705
-89.162554,138,1.800709
-189.165575,118,1.81857
-170.513014,106,1.83472
-286.878487,133,1.870395
-158.349358,82,1.88309
-141.858613,88,1.896558
-17.337792,112,1.913944
-163.700505,133,1.934396
-109.354964,62,1.95951
-272.316504,130,1.979927
-63.83508,98,1.994978
-117.995156,133,2.015606
-307.137038,101,2.031063
-95.25066,93,2.060932
-97.103852,61,2.070705
-41.985938,114,2.088618
-138.390223,113,2.106057
-189.345214,128,2.125818
-117.790895,72,2.15276
-41.273741,68,2.163523
-69.871555,90,2.177412
-95.398948,66,2.187787
-134.902971,71,2.198945
-294.468636,110,2.215945
-191.180928,112,2.248534
-60.267462,66,2.258666
-250.623228,117,2.276672
-44.000324,77,2.288617
-98.658482,75,2.300431
-115.089613,71,2.31137
-286.423488,125,2.345664
-346.240132,85,2.358629
-100.407288,92,2.372785
-278.078347,100,2.388151
-60.813145,70,2.399315
-196.20198,79,2.411478
-346.91481,83,2.439636
-81.343755,62,2.449451
-166.633965,94,2.463969
-95.345946,102,2.479644
-333.115294,117,2.497555
-122.230921,96,2.528483
-130.059073,90,2.544595
-118.185112,67,2.555878
-206.224929,121,2.576327
-300.926234,125,2.597472
-259.52267,102,2.632664
-77.384523,63,2.643741
-473.627875,111,2.662248
-188.373446,99,2.677782
-137.64965,87,2.691923
-219.360701,118,2.710272
-312.273368,155,2.750041
-105.717747,76,2.761666
-110.196987,80,2.77387
-81.364591,82,2.78646
-300.368165,136,2.82277
-57.017583,126,2.842363
-97.578313,69,2.853567
-131.340981,126,2.873206
-143.472646,136,2.895166
-90.962242,110,2.930201
-271.760878,94,2.945794
-107.682827,85,2.96
-157.573041,120,2.979003
-81.782286,108,2.995889
-96.099172,124,3.032358
-173.28009,128,3.052498
-297.763677,119,3.071277
-184.907427,101,3.088877
-93.642155,77,3.101723
-191.890572,96,3.136283
-130.579722,93,3.15233
-306.748944,156,3.178529
-122.772623,94,3.194451
-256.896921,100,3.229416
-453.577342,126,3.250949
-80.630057,125,3.270603
-114.775832,91,3.284945
-263.860883,99,3.300312
-101.966646,139,3.338019
-99.17795,96,3.353448
-197.527323,91,3.367853
