#{"t_start": 1765923174.910042, "env_id": "LunarLander-v3"}
r,l,t
-144.710786,126,0.022712
-119.873241,78,0.035025
-185.423307,64,0.045075
-378.535805,103,0.06123
-94.028087,74,0.072853
-134.417226,82,0.102286
-69.773732,69,0.113239
-74.9191,67,0.123908
-82.719534,73,0.135538
-472.871167,89,0.149562
-84.11878,90,0.164411
-138.799759,94,0.179239
-67.479222,74,0.207848
-72.039714,59,0.217165
-38.371426,96,0.232807
-75.198282,133,0.253523
-206.728531,109,0.270458
-262.696878,93,0.301614
-496.44322,101,0.317408
-136.709613,78,0.329625
-116.439629,62,0.339708
-215.907887,78,0.352013
-68.074596,86,0.365237
-58.015931,83,0.394699
-133.916526,75,0.406803
-99.21807,74,0.419543
-269.49065,125,0.439199
-120.577891,107,0.456031
-59.456204,70,0.467073
-30.304724,98,0.499244
-187.941828,98,0.514782
-108.186052,62,0.524679
-155.182843,116,0.54276
-208.315445,81,0.555717
-204.200809,113,0.58881
-138.5625,109,0.605778
-288.235311,77,0.617906
-183.275893,85,0.631057
-83.00671,119,0.649418
-187.08326,78,0.661593
-124.531948,103,0.693289
-130.422542,79,0.705728
-156.741064,88,0.719403
-110.335192,77,0.731316
-180.065764,71,0.742508
-61.618475,101,0.758156
-67.731134,65,0.783525
-232.271062,70,0.794564
-103.492245,142,0.8163
-109.433723,72,0.827575
-88.457432,102,0.843211
-136.505577,82,0.855843
-90.058818,84,0.883909
-142.300814,92,0.898031
-260.694879,113,0.915294
-107.651428,123,0.934105
-110.042195,107,0.950365
-255.715913,133,0.985513
-82.859526,61,0.994947
-43.607044,105,1.011371
-263.925465,112,1.028495
-146.918307,105,1.059878
-130.45561,102,1.075731
-130.38355,133,1.095861
-74.128138,60,1.105207
-238.618957,118,1.123224
-299.063872,118,1.156394
-112.576424,84,1.169402
-80.098679,70,1.180114
-111.092634,94,1.194495
-136.18214,69,1.205337
-70.74867,67,1.215628
-195.984162,100,1.23143
-146.725983,103,1.268101
-75.460219,68,1.27898
-150.619163,95,1.294096
-267.335554,143,1.356289
-293.647214,118,1.390252
-120.958665,157,1.414318
-91.172352,68,1.424958
35.566876,74,1.436615
-410.560122,98,1.451585
-8.200952,144,1.490215
-133.452733,105,1.506579
