#{"t_start": 1765924725.016428, "env_id": "LunarLander-v3"}
r,l,t
-219.335789,74,0.033512
-57.127678,65,0.043812
-134.35454,148,0.066696
-427.851838,107,0.083389
-101.861327,112,0.100857
-166.204957,71,0.11203
-106.419578,94,0.12654
-87.187241,62,0.136167
-76.046591,80,0.148814
-88.841427,67,0.159337
-169.497491,129,0.181306
-75.487441,57,0.234949
-107.625009,137,0.260802
-217.697666,129,0.285913
-64.498778,109,0.303746
-152.347188,87,0.317749
-173.02331,84,0.33106
-215.770969,79,0.343494
-126.780417,106,0.360314
-266.637933,104,0.376408
-164.054419,112,0.393677
-216.55542,85,0.439681
-179.731709,66,0.450031
-190.059531,85,0.463276
-208.590155,136,0.484301
-158.5566,63,0.494061
-287.935795,142,0.51557
-477.850559,130,0.535602
-337.843386,124,0.554727
-82.820873,70,0.565677
-72.143662,58,0.574722
-116.222734,73,0.585879
-124.17858,93,0.632165
-230.594581,98,0.647351
-185.569542,115,0.665599
-92.426902,124,0.684617
-103.446733,94,0.699439
-83.490813,79,0.711864
-217.0163,112,0.729346
-89.142776,60,0.738717
-100.352827,75,0.750737
-280.840914,109,0.768117
-407.414991,100,0.815428
-129.142317,85,0.828966
-164.036788,84,0.841961
73.644878,1000,1.034984
-102.153453,73,1.04673
-230.65587,91,1.060903
-188.680932,80,1.073191
-212.129543,120,1.091652
-10.182862,108,1.108418
-186.060264,133,1.128819
-102.371568,76,1.140553
-188.530672,78,1.152798
-224.153879,113,1.201688
-105.419776,60,1.211393
-54.117165,63,1.221142
-119.283494,121,1.240415
-102.29818,103,1.257709
-174.16467,74,1.271397
-164.88113,78,1.284944
-172.57922,121,1.305119
-121.623991,68,1.316316
-97.97203,100,1.333833
-181.520184,99,1.393264
-278.366672,78,1.41665
-77.857863,83,1.462049
-218.06495,76,1.47366
-92.084474,82,1.486465
-114.735761,82,1.499363
-375.586784,82,1.512068
-120.428712,66,1.522334
-94.932404,69,1.533207
-436.668049,98,1.548299
-319.116765,103,1.564537
-31.220626,96,1.580456
-176.696788,98,1.595879
-126.398986,74,1.607189
-190.157408,117,1.656852
-80.891697,79,1.669458
-157.79523,131,1.68997
-119.186253,101,1.70545
-180.047849,75,1.71721
-190.667535,169,1.74295
-500.965938,88,1.756467
-225.370517,95,1.771146
-222.407934,109,1.788081
-16.146151,95,1.802881
-82.299047,84,1.847803
-269.850202,81,1.860533
-157.493912,82,1.873283
-124.197113,85,1.886549
-269.1331,99,1.901808
-175.155121,97,1.916742
-166.389314,79,1.928978
-117.08451,128,1.948352
-289.678298,95,1.963003
-362.315269,88,1.976568
-171.2571,68,1.986912
-109.972436,64,1.997041
-19.427971,91,2.043027
-96.632483,115,2.060661
-254.311549,107,2.077235
-332.283756,102,2.092878
-241.272243,84,2.105662
-194.123518,125,2.124649
-121.609233,85,2.137859
-165.785529,88,2.151535
-76.545177,80,2.163895
-347.28391,115,2.181824
-93.70954,115,2.231348
-117.436899,116,2.24932
-169.996671,150,2.2724
-105.141737,73,2.283999
-250.245785,116,2.30181
-157.395438,96,2.316588
-136.666137,85,2.329628
-148.038274,122,2.348238
-100.210968,79,2.360445
-81.783744,73,2.371557
-199.513542,72,2.415099
-134.883193,121,2.433692
-128.993195,104,2.449976
-127.079538,71,2.461068
-55.285476,61,2.470368
-253.043614,108,2.487017
-132.642627,64,2.497006
-164.757881,129,2.516653
-324.831204,108,2.533134
-280.3601,100,2.548439
-212.736505,96,2.563166
-97.766935,92,2.610398
-186.483431,86,2.62372
-176.104873,132,2.644297
-88.21027,117,2.662105
-116.450233,103,2.678011
-99.702963,69,2.688537
-181.62982,117,2.706786
-67.214123,100,2.722298
-324.44143,126,2.741535
-92.99455,62,2.751159
-123.138884,71,2.793825
-256.278403,94,2.808212
-45.746072,71,2.819272
-159.341971,69,2.830371
-85.50484,69,2.840984
-117.691016,86,2.854058
-157.94081,96,2.868795
-259.062976,103,2.884616
