#{"t_start": 1765923230.8479428, "env_id": "LunarLander-v3"}
r,l,t
-144.710786,126,0.036084
-119.873241,78,0.048674
-185.423307,64,0.058719
-378.535805,103,0.074689
-94.028087,74,0.08635
-134.417226,82,0.116031
-69.773732,69,0.126786
-74.9191,67,0.13728
-82.719534,73,0.148556
-472.871167,89,0.162681
-84.11878,90,0.176443
-138.799759,94,0.19084
-67.479222,74,0.219063
-72.039714,59,0.228712
-38.371426,96,0.244061
-74.882329,133,0.265066
-206.728531,109,0.282054
-262.696878,93,0.312643
-496.44322,101,0.328013
-136.709613,78,0.34015
-116.439629,62,0.3501
-215.907887,78,0.362319
-68.074596,86,0.375619
-58.015931,83,0.40433
-133.916526,75,0.41607
-86.581823,74,0.427682
-269.49065,125,0.44855
-120.577891,107,0.468554
-59.456204,70,0.483276
-30.304724,98,0.52212
-167.841433,98,0.543375
-108.186052,62,0.55405
-155.182843,116,0.572729
-241.87633,78,0.587326
-276.835065,93,0.620967
-299.182855,105,0.664957
-312.41357,96,0.680529
-25.307799,84,0.693641
-114.908226,87,0.707337
-196.001174,97,0.722285
-139.85163,83,0.751139
-66.111505,78,0.763366
-118.88203,101,0.778781
-107.950109,111,0.796013
-226.147077,92,0.810444
-135.869903,63,0.820555
-146.916574,131,0.855881
-326.111321,93,0.870553
-76.831589,104,0.886656
-81.656772,75,0.898288
-164.573923,74,0.90957
-111.944919,84,0.938039
-129.471482,122,0.960084
-480.93628,120,0.98321
-201.19826,124,1.02001
-291.426461,95,1.037956
-317.520697,100,1.082995
-95.497573,68,1.094965
-123.942138,112,1.115822
-429.286306,114,1.135314
-231.333274,76,1.147755
-239.682579,113,1.181787
-422.095895,103,1.198033
-120.370476,112,1.215661
-111.21823,78,1.227536
-130.258345,73,1.239782
-69.845736,105,1.258741
-341.950979,99,1.303034
-101.719647,114,1.322465
-101.667819,109,1.340378
-116.271746,75,1.352755
-272.017468,105,1.432626
-114.52115,109,1.476136
-125.917974,96,1.491652
-288.791994,132,1.512553
-248.296992,102,1.528465
-121.544505,59,1.537764
-116.394571,134,1.581304
-1.458598,134,1.602625
-185.734823,73,1.614437
-127.347066,74,1.628628
-294.394916,101,1.64607
-289.495722,131,1.683274
-200.778655,100,1.698824
-183.032587,133,1.719187
-32.70139,69,1.729982
-260.500298,136,1.773674
-125.129767,120,1.793477
-107.467887,96,1.808487
-140.239366,66,1.818891
-68.865194,76,1.830623
-290.18147,81,1.843218
24.858306,143,1.881765
-121.399173,93,1.896328
-150.734475,103,1.912547
-137.724862,91,1.926728
-155.071961,104,1.943001
-216.191049,124,1.97765
-105.65962,112,1.997044
-178.909496,89,2.010611
-15.546036,108,2.027793
-85.500821,78,2.042401
-130.680333,71,2.07357
-79.850493,60,2.08326
-109.211872,86,2.096907
-85.426821,103,2.112703
-127.590971,103,2.129383
-109.047933,71,2.140672
-98.545538,78,2.168918
-153.48378,86,2.182308
-109.176071,101,2.197778
-99.088457,143,2.22146
-150.691977,84,2.236343
-99.290953,83,2.266263
-96.620787,85,2.279474
-136.476099,78,2.291744
-95.854497,77,2.303636
-92.749625,78,2.3156
-99.282316,169,2.34193
-93.559541,78,2.369636
-123.933906,92,2.383875
-105.128828,80,2.396158
-104.457517,122,2.414722
-68.579405,122,2.433223
-107.780708,87,2.466552
-83.774969,92,2.481305
-105.694011,78,2.493704
-85.588545,85,2.507696
-100.016305,113,2.5295
-13.249928,87,2.561299
-107.220535,94,2.575764
-296.068242,91,2.590496
-147.981112,99,2.605632
-107.120891,108,2.622181
-54.291995,85,2.63544
-322.953069,127,2.670781
-371.864762,146,2.69309
-169.586707,116,2.714468
-187.338183,101,2.731894
3.488414,121,2.767326
-143.929456,71,2.778335
-301.175642,145,2.800721
-187.553809,124,2.824392
-125.57157,100,2.840263
-303.176717,93,2.872717
-270.526929,93,2.88859
-280.650706,151,2.915169
-246.800764,115,2.932833
-180.233704,102,2.964488
-105.571392,76,2.976559
-45.647988,160,3.001533
-129.692706,119,3.019809
-131.89328,116,3.037758
-407.022543,145,3.079839
-139.214038,125,3.101008
-80.017771,82,3.114685
-374.788977,130,3.135163
-162.56612,147,3.176388
-121.339987,97,3.191225
-239.600382,156,3.22017
-141.154867,98,3.236261
-79.894335,111,3.269825
-181.893014,118,3.290062
-78.078792,102,3.30758
-111.471106,88,3.321492
-183.884372,135,3.342661
-223.915359,146,3.381261
13.317734,114,3.398804
-94.110291,103,3.414685
-260.938293,128,3.434343
-55.855455,87,3.46325
-169.636384,106,3.479258
-174.277756,147,3.50181
-164.350743,150,3.524448
-71.496429,123,3.561693
-140.021416,109,3.579717
-235.065795,101,3.595183
-66.14899,143,3.617175
-65.484852,80,3.629299
-338.05238,196,3.674507
-49.942632,202,3.704713
-115.203405,130,3.750106
-470.185102,168,3.776902
-99.3574,155,3.80057
-50.846479,120,3.819683
-163.883196,146,3.858886
-332.174623,154,3.882786
92.725602,1000,4.072535
-305.482792,182,4.099988
-183.882626,179,4.142469
-183.919245,97,4.15706
-187.685671,199,4.18721
-82.111605,156,4.225827
-143.74315,173,4.252059
-318.848187,174,4.278083
-80.326338,70,4.288973
-92.742553,158,4.328358
-234.591613,107,4.344567
-69.187734,182,4.372518
-167.7011,638,4.4921
-249.460721,113,4.525938
-156.442842,92,4.540072
-293.406281,94,4.554396
-294.929668,99,4.569281
-360.392571,119,4.587481
-324.113619,129,4.622852
-138.4876,187,4.651692
-319.768959,125,4.670737
-369.949237,113,4.704013
-451.178514,144,4.726624
6.190991,121,4.74553
-320.683247,115,4.763453
-394.866046,93,4.777708
-78.958418,91,4.807234
-64.734367,139,4.828445
-343.340223,106,4.844488
-362.47339,159,4.868858
-312.371768,186,4.918663
-458.434265,110,4.935976
-230.574206,104,4.952325
-402.572301,128,4.972511
-425.184888,125,5.007827
-256.746091,147,5.031754
-330.340408,127,5.054597
-167.127631,115,5.072257
-296.13952,117,5.106372
-138.072826,141,5.127592
-44.260139,218,5.160865
-188.902402,105,5.193036
-156.928895,138,5.214815
-269.680908,254,5.255005
-411.920418,134,5.294237
-289.429205,142,5.31693
-119.292926,188,5.346198
-189.807847,145,5.384556
-117.610372,137,5.405488
-206.523086,117,5.423326
-298.306629,207,5.454639
-59.451597,151,5.494023
-292.549259,178,5.520944
-357.522419,166,5.546721
-450.005762,124,5.581103
-137.061395,184,5.608861
-122.613985,136,5.629774
-134.182138,232,5.680326
-162.638622,151,5.703696
-339.523881,127,5.723173
-373.375114,264,5.783289
-63.876914,139,5.806221
-461.591968,174,5.832844
-51.109666,112,5.866792
-249.573011,196,5.897293
-129.539431,114,5.914871
-335.521034,137,5.951278
-367.647099,146,5.973452
-4.301452,134,5.996971
-358.959014,151,6.02271
-152.526341,136,6.060996
-200.856719,121,6.08006
-84.33158,128,6.100059
-231.786646,147,6.12303
-40.904668,114,6.15656
-133.752557,193,6.186627
-86.616657,183,6.216442
-90.013896,124,6.252085
-164.348171,172,6.278022
-44.07896,189,6.30747
-0.381852,115,6.340929
-10.423691,101,6.356498
-242.521336,148,6.379044
-151.908431,170,6.40499
-30.48596,159,6.450164
-22.631223,102,6.466501
-352.497818,156,6.490308
-69.2392,132,6.510583
-203.825666,201,6.556841
-20.8496,146,6.578972
-82.107519,126,6.598249
-218.695608,216,6.652239
93.223459,1000,6.841477
-318.796136,171,6.868765
-206.123726,189,6.902992
-140.824911,150,6.95601
9.064429,142,6.98324
-147.19977,211,7.020027
-24.422971,158,7.061668
-112.803438,229,7.099624
-241.332082,240,7.154882
-10.554335,189,7.184485
-189.593752,234,7.220237
-398.975855,188,7.265102
-94.538013,153,7.288401
-132.007205,295,7.347972
-246.184491,236,7.383839
-326.993484,189,7.427971
-246.387073,253,7.466547
-289.28168,200,7.496738
-98.318448,220,7.545424
49.360674,176,7.572467
5.177522,213,7.619398
-74.250511,244,7.656325
110.460593,1000,7.843646
23.518232,177,7.870843
25.269184,147,7.908644
-22.996362,174,7.935052
-195.371117,165,7.960372
5.094799,223,8.009145
-196.042516,167,8.034523
-37.836829,121,8.052928
-239.68745,235,8.103579
-80.611695,201,8.134878
-261.537243,258,8.189265
6.306032,165,8.21459
-166.169698,155,8.238308
-89.090864,365,8.309438
-94.423485,195,8.339628
-9.809095,289,8.398354
-205.605048,268,8.439615
-98.465619,149,8.477327
-57.569549,273,8.519683
-171.168392,163,8.560941
-53.84466,198,8.595151
-16.122044,257,8.677636
-187.240152,231,8.728175
-238.726063,298,8.79611
-220.594557,165,8.843896
-332.102737,342,8.930121
-31.918257,178,8.962004
-121.616469,361,9.044777
-200.564628,222,9.082118
-167.82718,219,9.118509
-162.725918,173,9.166044
-218.79399,240,9.204771
-53.40869,401,9.298165
-160.389918,221,9.333133
-125.222084,510,9.428953
1.543257,139,9.467487
-14.332936,311,9.515801
-149.69893,328,9.586569
-0.117487,271,9.644887
166.180837,1000,9.819748
-99.688696,234,9.870868
47.14823,169,9.896785
-192.939163,322,9.961526
-170.412448,161,9.987112
-21.670644,311,10.055066
-79.304975,409,10.137373
-34.615817,334,10.188971
-104.525377,352,10.263783
-47.067033,502,10.356706
-170.191821,230,10.394313
-75.935552,298,10.459004
56.145222,864,10.628158
-134.073014,370,10.686965
-211.036862,429,10.772539
-443.850428,892,10.939414
-233.576678,467,11.025562
75.930825,1000,11.211506
117.27074,1000,11.402393
-127.988526,311,11.449851
-212.032595,362,11.521269
-163.413794,191,11.551839
-110.05966,280,11.612116
-145.644629,518,11.711208
-38.125607,1000,11.905761
-297.033362,1000,12.089806
-129.957977,454,12.177227
-111.799173,500,12.273811
-117.893498,393,12.350726
137.239409,640,12.469727
56.531313,1000,12.667275
-32.608785,209,12.699631
52.882393,1000,12.893509
-68.685024,407,12.977649
51.221647,1000,13.166687
41.454064,1000,13.351232
-117.28322,665,13.467084
-48.866289,220,13.518601
172.816799,1000,13.691147
146.333103,1000,13.878282
-58.09648,417,13.956864
262.51251,827,14.116697
43.300449,1000,14.340815
-124.906711,479,14.45954
-235.723281,996,14.700063
-288.78625,618,14.827759
188.580737,558,14.945996
-102.247768,357,15.033527
-41.481834,199,15.069024
-89.012382,690,15.205662
2.54239,306,15.280294
162.542006,518,15.388999
-169.546158,579,15.51713
30.252905,262,15.581915
202.417758,665,15.724231
43.026463,280,15.795837
-88.115102,802,15.955472
-90.806335,667,16.08509
-27.604376,243,16.149495
-19.573149,379,16.229277
-82.860672,1000,16.429432
190.000836,1000,16.783395
-86.7688,581,16.920376
39.115605,1000,17.14032
111.828783,1000,17.37311
13.614871,260,17.416895
24.662479,1000,17.61423
14.457194,1000,17.803765
-104.380783,1000,17.987594
-87.56487,1000,18.16935
26.885645,1000,18.361629
-101.399584,1000,18.562214
-105.139559,1000,18.761022
-152.330013,1000,18.966093
-9.336545,443,19.061074
-55.664496,560,19.169924
-76.873715,318,19.219829
-137.777394,1000,19.410786
-163.254493,1000,19.61644
-104.194792,1000,19.814103
